year,month,age,male,female
2016,1,72,1608,1807
2016,1,73,1539,1857
2016,1,74,1467,1728
2016,1,75,1472,1645
2016,1,76,1248,1402
2016,1,77,1210,1538
2016,1,78,1311,1742
2016,1,79,1187,1650
2016,1,80,1182,1684
2016,1,81,999,1433
2016,1,82,946,1518
2016,1,83,972,1529
2016,1,84,831,1415
2016,1,85,799,1330
2016,1,86,661,1219
2016,1,87,645,1232
2016,1,88,536,1027
2016,1,89,495,980
2016,1,90,372,859
2016,1,91,230,693
2016,1,92,171,590
2016,1,93,119,448
2016,1,94,127,434
2016,1,95,79,347
2016,1,96,48,212
2016,1,97,38,157
2016,1,98,26,113
2016,1,99,15,80
2016,1,100,6,51
2016,1,101,6,28
2016,1,102,4,25
2016,1,103,1,11
2016,1,104,1,6
2016,1,105,3,12
2016,2,0,979,981
2016,2,1,1066,1004
2016,2,2,1136,1021
2016,2,3,1115,1052
2016,2,4,1147,1101
2016,2,5,1196,1091
2016,2,6,1162,1111
2016,2,7,1243,1161
2016,2,8,1233,1140
2016,2,9,1238,1217
2016,2,10,1083,1160
2016,2,11,1259,1187
2016,2,12,1251,1214
2016,2,13,1224,1270
2016,2,14,1340,1263
2016,2,15,1290,1312
2016,2,16,1386,1279
2016,2,17,1386,1369
2016,2,18,1347,1274
2016,2,19,1319,1346
2016,2,20,1284,1259
2016,2,21,1408,1235
2016,2,22,1356,1163
2016,2,23,1318,1142
2016,2,24,1370,1137
2016,2,25,1272,1131
2016,2,26,1322,1206
2016,2,27,1300,1239
2016,2,28,1302,1317
2016,2,29,1428,1287
2016,2,30,1504,1378
2016,2,31,1553,1449
2016,2,32,1586,1466
2016,2,33,1579,1462
2016,2,34,1637,1504
2016,2,35,1699,1636
2016,2,36,1776,1671
2016,2,37,1792,1634
2016,2,38,1867,1736
2016,2,39,1945,1831
2016,2,40,1956,1904
2016,2,41,2083,1880
2016,2,42,2096,2045
2016,2,43,1985,1902
2016,2,44,2043,1866
2016,2,45,1899,1768
2016,2,46,1757,1729
2016,2,47,1836,1713
2016,2,48,1923,1901
2016,2,49,1460,1422
2016,2,50,1690,1679
2016,2,51,1738,1689
2016,2,52,1659,1606
2016,2,53,1599,1562
2016,2,54,1598,1581
2016,2,55,1718,1763
2016,2,56,1677,1695
2016,2,57,1820,1743
2016,2,58,1663,1626
2016,2,59,1824,1774
2016,2,60,1775,1879
2016,2,61,1933,1968
2016,2,62,1917,2019
2016,2,63,2079,2121
2016,2,64,2203,2234
2016,2,65,2266,2373
2016,2,66,2457,2526
2016,2,67,2477,2410
2016,2,68,2378,2398
2016,2,69,1527,1575
2016,2,70,1201,1296
2016,2,71,1511,1689
2016,2,72,1631,1828
2016,2,73,1474,1814
2016,2,74,1533,1775
2016,2,75,1448,1643
2016,2,76,1270,1396
2016,2,77,1175,1509
2016,2,78,1316,1740
2016,2,79,1185,1624
2016,2,80,1205,1738
2016,2,81,1010,1406
2016,2,82,939,1495
2016,2,83,982,1571
2016,2,84,808,1383
2016,2,85,832,1395
2016,2,86,633,1165
2016,2,87,652,1263
2016,2,88,543,1027
2016,2,89,506,1002
2016,2,90,358,849
2016,2,91,242,667
2016,2,92,165,622
2016,2,93,136,442
2016,2,94,117,439
2016,2,95,83,352
2016,2,96,54,215
2016,2,97,33,164
2016,2,98,27,115
2016,2,99,15,83
2016,2,100,7,45
2016,2,101,5,32
2016,2,102,4,27
2016,2,103,1,10
2016,2,104,1,7
2016,2,105,3,12
2016,3,0,1004,979
2016,3,1,1058,1004
2016,3,2,1131,1039
2016,3,3,1106,1031
2016,3,4,1159,1106
2016,3,5,1180,1094
2016,3,6,1166,1103
2016,3,7,1254,1156
2016,3,8,1214,1136
2016,3,9,1234,1204
2016,3,10,1107,1179
2016,3,11,1221,1161
2016,3,12,1277,1231
2016,3,13,1220,1258
2016,3,14,1328,1261
2016,3,15,1303,1305
2016,3,16,1368,1300
2016,3,17,1388,1343
2016,3,18,1349,1304
2016,3,19,1329,1317
2016,3,20,1297,1274
2016,3,21,1401,1237
2016,3,22,1357,1134
2016,3,23,1298,1141
2016,3,24,1389,1136
2016,3,25,1264,1143
2016,3,26,1330,1177
2016,3,27,1287,1251
2016,3,28,1320,1299
2016,3,29,1398,1298
2016,3,30,1500,1362
2016,3,31,1526,1416
2016,3,32,1605,1499
2016,3,33,1593,1445
2016,3,34,1608,1497
2016,3,35,1689,1628
2016,3,36,1772,1691
2016,3,37,1816,1618
2016,3,38,1851,1733
2016,3,39,1921,1798
2016,3,40,1953,1929
2016,3,41,2080,1867
2016,3,42,2103,2029
2016,3,43,1971,1898
2016,3,44,2051,1901
2016,3,45,1889,1769
2016,3,46,1794,1726
2016,3,47,1802,1704
2016,3,48,1891,1880
2016,3,49,1524,1479
2016,3,50,1651,1607
2016,3,51,1762,1694
2016,3,52,1614,1610
2016,3,53,1640,1562
2016,3,54,1584,1600
2016,3,55,1703,1741
2016,3,56,1700,1697
2016,3,57,1810,1741
2016,3,58,1659,1618
2016,3,59,1825,1754
2016,3,60,1770,1896
2016,3,61,1899,1947
2016,3,62,1917,2017
2016,3,63,2078,2083
2016,3,64,2169,2216
2016,3,65,2302,2386
2016,3,66,2440,2543
2016,3,67,2436,2405
2016,3,68,2434,2423
2016,3,69,1599,1658
2016,3,70,1186,1292
2016,3,71,1463,1623
2016,3,72,1650,1856
2016,3,73,1466,1792
2016,3,74,1560,1817
2016,3,75,1425,1623
2016,3,76,1274,1422
2016,3,77,1171,1463
2016,3,78,1321,1763
2016,3,79,1180,1599
2016,3,80,1229,1734
2016,3,81,1012,1425
2016,3,82,922,1481
2016,3,83,987,1586
2016,3,84,808,1379
2016,3,85,834,1419
2016,3,86,633,1154
2016,3,87,651,1269
2016,3,88,558,1015
2016,3,89,487,988
2016,3,90,389,881
2016,3,91,243,669
2016,3,92,164,626
2016,3,93,139,438
2016,3,94,109,423
2016,3,95,85,368
2016,3,96,53,222
2016,3,97,31,159
2016,3,98,31,116
2016,3,99,15,86
2016,3,100,6,48
2016,3,101,5,34
2016,3,102,5,24
2016,3,103,1,11
2016,3,104,1,3
2016,3,105,3,12
2016,4,0,1025,968
2016,4,1,1046,990
2016,4,2,1121,1036
2016,4,3,1101,1024
2016,4,4,1139,1081
2016,4,5,1199,1114
2016,4,6,1159,1081
2016,4,7,1240,1167
2016,4,8,1234,1115
2016,4,9,1241,1211
2016,4,10,1097,1183
2016,4,11,1218,1160
2016,4,12,1277,1220
2016,4,13,1216,1270
2016,4,14,1325,1266
2016,4,15,1279,1280
2016,4,16,1376,1303
2016,4,17,1394,1326
2016,4,18,1283,1268
2016,4,19,1303,1309
2016,4,20,1286,1246
2016,4,21,1376,1225
2016,4,22,1318,1105
2016,4,23,1286,1103
2016,4,24,1289,1130
2016,4,25,1291,1141
2016,4,26,1296,1178
2016,4,27,1253,1245
2016,4,28,1310,1280
2016,4,29,1376,1289
2016,4,30,1502,1376
2016,4,31,1516,1379
2016,4,32,1590,1490
2016,4,33,1591,1445
2016,4,34,1601,1498
2016,4,35,1675,1583
2016,4,36,1756,1725
2016,4,37,1810,1625
2016,4,38,1821,1700
2016,4,39,1928,1777
2016,4,40,1934,1917
2016,4,41,2050,1870
2016,4,42,2100,2015
2016,4,43,2006,1902
2016,4,44,2021,1907
2016,4,45,1913,1783
2016,4,46,1790,1723
2016,4,47,1796,1705
2016,4,48,1861,1869
2016,4,49,1596,1534
2016,4,50,1609,1562
2016,4,51,1753,1674
2016,4,52,1607,1629
2016,4,53,1637,1540
2016,4,54,1601,1605
2016,4,55,1652,1719
2016,4,56,1695,1714
2016,4,57,1813,1718
2016,4,58,1677,1675
2016,4,59,1786,1699
2016,4,60,1773,1881
2016,4,61,1896,1935
2016,4,62,1893,2001
2016,4,63,2033,2083
2016,4,64,2180,2215
2016,4,65,2294,2376
2016,4,66,2436,2521
2016,4,67,2437,2387
2016,4,68,2426,2465
2016,4,69,1735,1762
2016,4,70,1160,1267
2016,4,71,1412,1552
2016,4,72,1665,1880
2016,4,73,1451,1772
2016,4,74,1564,1814
2016,4,75,1443,1657
2016,4,76,1298,1445
2016,4,77,1129,1416
2016,4,78,1340,1738
2016,4,79,1177,1617
2016,4,80,1215,1729
2016,4,81,1030,1469
2016,4,82,939,1455
2016,4,83,968,1586
2016,4,84,816,1367
2016,4,85,828,1408
2016,4,86,641,1195
2016,4,87,653,1251
2016,4,88,561,1021
2016,4,89,501,986
2016,4,90,386,896
2016,4,91,261,698
2016,4,92,175,619
2016,4,93,136,455
2016,4,94,115,406
2016,4,95,84,390
2016,4,96,52,223
2016,4,97,34,157
2016,4,98,29,127
2016,4,99,11,87
2016,4,100,12,52
2016,4,101,3,37
2016,4,102,6,22
2016,4,103,0,12
2016,4,104,1,3
2016,4,105,3,11
2016,5,0,1015,950
2016,5,1,1069,1003
2016,5,2,1090,1041
2016,5,3,1131,1033
2016,5,4,1127,1073
2016,5,5,1202,1113
2016,5,6,1145,1069
2016,5,7,1253,1172
2016,5,8,1245,1113
2016,5,9,1238,1226
2016,5,10,1103,1166
2016,5,11,1210,1153
2016,5,12,1281,1224
2016,5,13,1208,1251
2016,5,14,1324,1285
2016,5,15,1279,1273
2016,5,16,1367,1291
2016,5,17,1386,1305
2016,5,18,1338,1332
2016,5,19,1281,1305
2016,5,20,1379,1293
2016,5,21,1391,1205
2016,5,22,1345,1122
2016,5,23,1287,1115
2016,5,24,1306,1105
2016,5,25,1285,1152
2016,5,26,1303,1188
2016,5,27,1233,1238
2016,5,28,1322,1276
2016,5,29,1377,1318
2016,5,30,1513,1370
2016,5,31,1540,1384
2016,5,32,1572,1499
2016,5,33,1565,1435
2016,5,34,1634,1478
2016,5,35,1668,1591
2016,5,36,1747,1737
2016,5,37,1807,1615
2016,5,38,1827,1705
2016,5,39,1907,1786
2016,5,40,1948,1898
2016,5,41,2033,1884
2016,5,42,2137,2006
2016,5,43,2001,1913
2016,5,44,1999,1877
2016,5,45,1932,1820
2016,5,46,1817,1708
2016,5,47,1785,1731
2016,5,48,1843,1832
2016,5,49,1670,1602
2016,5,50,1563,1525
2016,5,51,1768,1692
2016,5,52,1596,1615
2016,5,53,1660,1550
2016,5,54,1590,1598
2016,5,55,1634,1694
2016,5,56,1684,1719
2016,5,57,1808,1739
2016,5,58,1704,1706
2016,5,59,1807,1688
2016,5,60,1741,1857
2016,5,61,1911,1934
2016,5,62,1884,1982
2016,5,63,2024,2059
2016,5,64,2171,2237
2016,5,65,2256,2366
2016,5,66,2423,2516
2016,5,67,2449,2373
2016,5,68,2450,2492
2016,5,69,1841,1855
2016,5,70,1121,1237
2016,5,71,1385,1510
2016,5,72,1650,1906
2016,5,73,1474,1740
2016,5,74,1571,1851
2016,5,75,1438,1644
2016,5,76,1323,1460
2016,5,77,1117,1395
2016,5,78,1321,1744
2016,5,79,1199,1600
2016,5,80,1218,1745
2016,5,81,1022,1467
2016,5,82,941,1441
2016,5,83,963,1605
2016,5,84,828,1360
2016,5,85,817,1402
2016,5,86,655,1206
2016,5,87,657,1243
2016,5,88,548,1031
2016,5,89,489,962
2016,5,90,397,911
2016,5,91,264,716
2016,5,92,177,604
2016,5,93,132,458
2016,5,94,114,415
2016,5,95,84,390
2016,5,96,53,233
2016,5,97,34,151
2016,5,98,25,132
2016,5,99,12,83
2016,5,100,10,52
2016,5,101,5,38
2016,5,102,5,23
2016,5,103,1,11
2016,5,104,1,4
2016,5,105,3,9
2016,6,0,1021,940
2016,6,1,1059,1008
2016,6,2,1083,1051
2016,6,3,1137,1037
2016,6,4,1129,1062
2016,6,5,1205,1121
2016,6,6,1131,1055
2016,6,7,1252,1163
2016,6,8,1247,1122
2016,6,9,1250,1213
2016,6,10,1101,1178
2016,6,11,1181,1148
2016,6,12,1291,1224
2016,6,13,1211,1263
2016,6,14,1308,1245
2016,6,15,1302,1298
2016,6,16,1355,1290
2016,6,17,1384,1296
2016,6,18,1334,1339
2016,6,19,1291,1286
2016,6,20,1360,1318
2016,6,21,1396,1195
2016,6,22,1362,1124
2016,6,23,1263,1130
2016,6,24,1329,1096
2016,6,25,1240,1143
2016,6,26,1339,1175
2016,6,27,1235,1238
2016,6,28,1311,1273
2016,6,29,1366,1311
2016,6,30,1500,1355
2016,6,31,1532,1375
2016,6,32,1590,1489
2016,6,33,1555,1450
2016,6,34,1631,1473
2016,6,35,1651,1570
2016,6,36,1738,1713
2016,6,37,1806,1624
2016,6,38,1835,1696
2016,6,39,1894,1811
2016,6,40,1927,1868
2016,6,41,2079,1884
2016,6,42,2110,1982
2016,6,43,2000,1954
2016,6,44,2018,1868
2016,6,45,1941,1819
2016,6,46,1826,1725
2016,6,47,1788,1725
2016,6,48,1799,1806
2016,6,49,1756,1663
2016,6,50,1524,1523
2016,6,51,1796,1677
2016,6,52,1604,1607
2016,6,53,1664,1548
2016,6,54,1573,1596
2016,6,55,1591,1700
2016,6,56,1716,1710
2016,6,57,1809,1725
2016,6,58,1672,1727
2016,6,59,1823,1679
2016,6,60,1715,1854
2016,6,61,1942,1929
2016,6,62,1862,1957
2016,6,63,2033,2051
2016,6,64,2165,2233
2016,6,65,2243,2340
2016,6,66,2394,2509
2016,6,67,2448,2414
2016,6,68,2472,2478
2016,6,69,1927,1946
2016,6,70,1113,1220
2016,6,71,1349,1492
2016,6,72,1641,1887
2016,6,73,1477,1755
2016,6,74,1572,1844
2016,6,75,1433,1640
2016,6,76,1339,1505
2016,6,77,1101,1371
2016,6,78,1304,1731
2016,6,79,1223,1581
2016,6,80,1231,1760
2016,6,81,1006,1494
2016,6,82,938,1433
2016,6,83,952,1583
2016,6,84,845,1370
2016,6,85,814,1400
2016,6,86,668,1199
2016,6,87,652,1251
2016,6,88,546,1038
2016,6,89,495,949
2016,6,90,391,924
2016,6,91,268,702
2016,6,92,178,600
2016,6,93,128,472
2016,6,94,108,414
2016,6,95,93,380
2016,6,96,52,245
2016,6,97,34,146
2016,6,98,24,139
2016,6,99,13,81
2016,6,100,9,51
2016,6,101,5,36
2016,6,102,6,22
2016,6,103,1,10
2016,6,104,1,6
2016,6,105,3,8
2016,7,0,1016,936
2016,7,1,1054,992
2016,7,2,1105,1063
2016,7,3,1114,1041
2016,7,4,1135,1044
2016,7,5,1188,1119
2016,7,6,1150,1075
2016,7,7,1215,1144
2016,7,8,1277,1131
2016,7,9,1232,1208
2016,7,10,1134,1166
2016,7,11,1179,1150
2016,7,12,1264,1231
2016,7,13,1226,1258
2016,7,14,1292,1251
2016,7,15,1334,1279
2016,7,16,1325,1290
2016,7,17,1347,1298
2016,7,18,1378,1324
2016,7,19,1280,1284
2016,7,20,1355,1347
2016,7,21,1417,1208
2016,7,22,1350,1141
2016,7,23,1278,1118
2016,7,24,1312,1115
2016,7,25,1266,1129
2016,7,26,1330,1154
2016,7,27,1269,1249
2016,7,28,1295,1262
2016,7,29,1346,1292
2016,7,30,1526,1373
2016,7,31,1539,1376
2016,7,32,1554,1472
2016,7,33,1560,1444
2016,7,34,1626,1496
2016,7,35,1615,1539
2016,7,36,1764,1712
2016,7,37,1801,1634
2016,7,38,1829,1685
2016,7,39,1909,1811
2016,7,40,1927,1843
2016,7,41,2066,1919
2016,7,42,2111,1979
2016,7,43,1991,1959
2016,7,44,2028,1863
2016,7,45,1977,1848
2016,7,46,1827,1706
2016,7,47,1766,1753
2016,7,48,1822,1793
2016,7,49,1773,1709
2016,7,50,1510,1483
2016,7,51,1785,1684
2016,7,52,1624,1634
2016,7,53,1672,1558
2016,7,54,1584,1580
2016,7,55,1556,1682
2016,7,56,1727,1725
2016,7,57,1785,1701
2016,7,58,1682,1727
2016,7,59,1841,1678
2016,7,60,1701,1845
2016,7,61,1921,1949
2016,7,62,1888,1936
2016,7,63,2020,2038
2016,7,64,2150,2248
2016,7,65,2214,2307
2016,7,66,2424,2533
2016,7,67,2413,2393
2016,7,68,2463,2506
2016,7,69,2015,1984
2016,7,70,1128,1223
2016,7,71,1332,1482
2016,7,72,1634,1880
2016,7,73,1464,1737
2016,7,74,1555,1842
2016,7,75,1437,1639
2016,7,76,1357,1533
2016,7,77,1120,1384
2016,7,78,1281,1708
2016,7,79,1235,1589
2016,7,80,1237,1741
2016,7,81,1005,1513
2016,7,82,939,1418
2016,7,83,952,1579
2016,7,84,850,1375
2016,7,85,801,1388
2016,7,86,670,1217
2016,7,87,657,1255
2016,7,88,551,1036
2016,7,89,486,958
2016,7,90,401,903
2016,7,91,273,717
2016,7,92,187,597
2016,7,93,121,489
2016,7,94,107,399
2016,7,95,96,380
2016,7,96,52,248
2016,7,97,37,156
2016,7,98,23,135
2016,7,99,14,83
2016,7,100,9,50
2016,7,101,5,37
2016,7,102,6,22
2016,7,103,1,10
2016,7,104,1,5
2016,7,105,3,6
2016,8,0,1016,947
2016,8,1,1047,993
2016,8,2,1091,1044
2016,8,3,1134,1051
2016,8,4,1146,1046
2016,8,5,1184,1113
2016,8,6,1147,1101
2016,8,7,1219,1110
2016,8,8,1242,1140
2016,8,9,1251,1209
2016,8,10,1162,1170
2016,8,11,1160,1151
2016,8,12,1273,1238
2016,8,13,1209,1232
2016,8,14,1257,1273
2016,8,15,1351,1263
2016,8,16,1326,1285
2016,8,17,1372,1293
2016,8,18,1361,1351
2016,8,19,1276,1251
2016,8,20,1343,1358
2016,8,21,1426,1213
2016,8,22,1327,1163
2016,8,23,1284,1096
2016,8,24,1312,1116
2016,8,25,1280,1128
2016,8,26,1333,1142
2016,8,27,1291,1245
2016,8,28,1266,1255
2016,8,29,1348,1318
2016,8,30,1524,1361
2016,8,31,1544,1375
2016,8,32,1544,1444
2016,8,33,1547,1466
2016,8,34,1624,1512
2016,8,35,1630,1506
2016,8,36,1745,1722
2016,8,37,1791,1626
2016,8,38,1827,1673
2016,8,39,1886,1804
2016,8,40,1952,1849
2016,8,41,2033,1909
2016,8,42,2117,1978
2016,8,43,2041,1965
2016,8,44,1991,1880
2016,8,45,2005,1826
2016,8,46,1839,1749
2016,8,47,1768,1718
2016,8,48,1822,1796
2016,8,49,1814,1771
2016,8,50,1454,1448
2016,8,51,1807,1696
2016,8,52,1614,1656
2016,8,53,1709,1544
2016,8,54,1566,1588
2016,8,55,1574,1637
2016,8,56,1707,1763
2016,8,57,1788,1688
2016,8,58,1690,1728
2016,8,59,1818,1676
2016,8,60,1735,1838
2016,8,61,1899,1942
2016,8,62,1893,1949
2016,8,63,2001,2035
2016,8,64,2142,2212
2016,8,65,2205,2322
2016,8,66,2426,2507
2016,8,67,2418,2413
2016,8,68,2455,2490
2016,8,69,2075,2069
2016,8,70,1129,1214
2016,8,71,1312,1465
2016,8,72,1624,1850
2016,8,73,1490,1739
2016,8,74,1562,1858
2016,8,75,1403,1652
2016,8,76,1391,1538
2016,8,77,1127,1385
2016,8,78,1258,1688
2016,8,79,1248,1613
2016,8,80,1238,1711
2016,8,81,1003,1532
2016,8,82,949,1421
2016,8,83,957,1560
2016,8,84,837,1372
2016,8,85,805,1406
2016,8,86,673,1194
2016,8,87,630,1262
2016,8,88,562,1037
2016,8,89,489,962
2016,8,90,390,885
2016,8,91,279,744
2016,8,92,190,590
2016,8,93,123,478
2016,8,94,95,405
2016,8,95,98,377
2016,8,96,55,246
2016,8,97,34,160
2016,8,98,24,135
2016,8,99,12,81
2016,8,100,10,50
2016,8,101,4,40
2016,8,102,6,21
2016,8,103,2,10
2016,8,104,1,5
2016,8,105,3,5
2016,9,0,1029,942
2016,9,1,1017,986
2016,9,2,1097,1035
2016,9,3,1138,1053
2016,9,4,1137,1039
2016,9,5,1190,1149
2016,9,6,1148,1064
2016,9,7,1211,1124
2016,9,8,1230,1128
2016,9,9,1252,1199
2016,9,10,1173,1192
2016,9,11,1144,1136
2016,9,12,1305,1241
2016,9,13,1181,1216
2016,9,14,1249,1283
2016,9,15,1348,1259
2016,9,16,1337,1282
2016,9,17,1349,1279
2016,9,18,1368,1370
2016,9,19,1293,1257
2016,9,20,1351,1329
2016,9,21,1379,1215
2016,9,22,1359,1164
2016,9,23,1285,1119
2016,9,24,1302,1125
2016,9,25,1291,1111
2016,9,26,1303,1178
2016,9,27,1311,1213
2016,9,28,1307,1251
2016,9,29,1332,1310
2016,9,30,1512,1362
2016,9,31,1541,1369
2016,9,32,1555,1424
2016,9,33,1547,1457
2016,9,34,1615,1540
2016,9,35,1622,1487
2016,9,36,1748,1719
2016,9,37,1789,1626
2016,9,38,1827,1657
2016,9,39,1857,1812
2016,9,40,1970,1832
2016,9,41,2039,1939
2016,9,42,2107,1935
2016,9,43,2033,1957
2016,9,44,1998,1901
2016,9,45,2029,1826
2016,9,46,1839,1754
2016,9,47,1783,1720
2016,9,48,1822,1801
2016,9,49,1839,1802
2016,9,50,1425,1417
2016,9,51,1806,1720
2016,9,52,1610,1648
2016,9,53,1719,1548
2016,9,54,1592,1587
2016,9,55,1548,1635
2016,9,56,1717,1770
2016,9,57,1781,1696
2016,9,58,1698,1698
2016,9,59,1779,1703
2016,9,60,1745,1786
2016,9,61,1920,1955
2016,9,62,1877,1966
2016,9,63,1995,2021
2016,9,64,2106,2173
2016,9,65,2205,2311
2016,9,66,2381,2481
2016,9,67,2456,2445
2016,9,68,2421,2453
2016,9,69,2153,2158
2016,9,70,1142,1244
2016,9,71,1302,1421
2016,9,72,1620,1843
2016,9,73,1504,1722
2016,9,74,1561,1897
2016,9,75,1425,1634
2016,9,76,1399,1572
2016,9,77,1130,1375
2016,9,78,1251,1658
2016,9,79,1242,1641
2016,9,80,1227,1688
2016,9,81,1021,1557
2016,9,82,948,1420
2016,9,83,933,1557
2016,9,84,858,1380
2016,9,85,791,1405
2016,9,86,681,1209
2016,9,87,626,1230
2016,9,88,567,1065
2016,9,89,484,949
2016,9,90,391,895
2016,9,91,288,744
2016,9,92,190,589
2016,9,93,125,487
2016,9,94,93,396
2016,9,95,91,373
2016,9,96,65,259
2016,9,97,32,151
2016,9,98,24,131
2016,9,99,10,81
2016,9,100,11,54
2016,9,101,3,35
2016,9,102,5,25
2016,9,103,2,10
2016,9,104,1,6
2016,9,105,3,5
2016,10,0,1008,943
2016,10,1,1026,987
2016,10,2,1084,1000
2016,10,3,1142,1079
2016,10,4,1120,1032
2016,10,5,1176,1148
2016,10,6,1171,1072
2016,10,7,1203,1111
2016,10,8,1242,1134
2016,10,9,1230,1181
2016,10,10,1187,1172
2016,10,11,1127,1163
2016,10,12,1310,1237
2016,10,13,1189,1196
2016,10,14,1244,1300
2016,10,15,1343,1257
2016,10,16,1324,1298
2016,10,17,1342,1275
2016,10,18,1393,1364
2016,10,19,1280,1251
2016,10,20,1336,1332
2016,10,21,1388,1202
2016,10,22,1379,1190
2016,10,23,1288,1130
2016,10,24,1300,1096
2016,10,25,1271,1117
2016,10,26,1308,1170
2016,10,27,1295,1223
2016,10,28,1297,1220
2016,10,29,1338,1324
2016,10,30,1507,1336
2016,10,31,1539,1372
2016,10,32,1547,1416
2016,10,33,1547,1429
2016,10,34,1588,1540
2016,10,35,1635,1493
2016,10,36,1745,1684
2016,10,37,1806,1645
2016,10,38,1796,1652
2016,10,39,1876,1825
2016,10,40,1968,1815
2016,10,41,1996,1963
2016,10,42,2133,1892
2016,10,43,2012,1967
2016,10,44,2020,1896
2016,10,45,2039,1873
2016,10,46,1837,1739
2016,10,47,1796,1735
2016,10,48,1815,1777
2016,10,49,1856,1846
2016,10,50,1439,1376
2016,10,51,1765,1736
2016,10,52,1649,1661
2016,10,53,1699,1553
2016,10,54,1591,1565
2016,10,55,1560,1623
2016,10,56,1708,1787
2016,10,57,1783,1681
2016,10,58,1706,1717
2016,10,59,1766,1676
2016,10,60,1750,1798
2016,10,61,1889,1948
2016,10,62,1892,1949
2016,10,63,1959,2017
2016,10,64,2102,2154
2016,10,65,2198,2291
2016,10,66,2330,2443
2016,10,67,2473,2462
2016,10,68,2403,2425
2016,10,69,2245,2245
2016,10,70,1167,1274
2016,10,71,1281,1399
2016,10,72,1574,1807
2016,10,73,1551,1737
2016,10,74,1553,1895
2016,10,75,1421,1663
2016,10,76,1421,1581
2016,10,77,1143,1392
2016,10,78,1230,1612
2016,10,79,1242,1661
2016,10,80,1204,1669
2016,10,81,1040,1558
2016,10,82,954,1434
2016,10,83,940,1529
2016,10,84,843,1409
2016,10,85,804,1387
2016,10,86,690,1229
2016,10,87,616,1208
2016,10,88,579,1083
2016,10,89,486,951
2016,10,90,383,895
2016,10,91,289,758
2016,10,92,194,597
2016,10,93,129,479
2016,10,94,93,397
2016,10,95,91,362
2016,10,96,64,274
2016,10,97,30,157
2016,10,98,29,127
2016,10,99,9,84
2016,10,100,11,56
2016,10,101,4,35
2016,10,102,4,23
2016,10,103,2,11
2016,10,104,1,5
2016,10,105,3,7
2016,11,0,1010,945
2016,11,1,1025,988
2016,11,2,1082,1004
2016,11,3,1143,1056
2016,11,4,1106,1049
2016,11,5,1202,1130
2016,11,6,1156,1079
2016,11,7,1203,1107
2016,11,8,1231,1133
2016,11,9,1211,1190
2016,11,10,1211,1183
2016,11,11,1105,1160
2016,11,12,1311,1207
2016,11,13,1199,1195
2016,11,14,1247,1310
2016,11,15,1347,1261
2016,11,16,1310,1309
2016,11,17,1356,1251
2016,11,18,1398,1406
2016,11,19,1251,1226
2016,11,20,1343,1331
2016,11,21,1393,1225
2016,11,22,1364,1208
2016,11,23,1291,1119
2016,11,24,1312,1098
2016,11,25,1276,1126
2016,11,26,1304,1155
2016,11,27,1293,1236
2016,11,28,1306,1200
2016,11,29,1316,1328
2016,11,30,1508,1323
2016,11,31,1547,1381
2016,11,32,1552,1389
2016,11,33,1528,1467
2016,11,34,1598,1514
2016,11,35,1647,1492
2016,11,36,1732,1666
2016,11,37,1798,1656
2016,11,38,1776,1657
2016,11,39,1899,1805
2016,11,40,1967,1827
2016,11,41,1980,1929
2016,11,42,2114,1908
2016,11,43,2032,1991
2016,11,44,2007,1882
2016,11,45,2057,1893
2016,11,46,1870,1745
2016,11,47,1767,1730
2016,11,48,1834,1773
2016,11,49,1883,1874
2016,11,50,1394,1356
2016,11,51,1782,1751
2016,11,52,1675,1645
2016,11,53,1682,1571
2016,11,54,1610,1578
2016,11,55,1565,1621
2016,11,56,1729,1757
2016,11,57,1747,1675
2016,11,58,1722,1728
2016,11,59,1728,1673
2016,11,60,1782,1799
2016,11,61,1857,1919
2016,11,62,1905,1951
2016,11,63,1917,2015
2016,11,64,2116,2151
2016,11,65,2195,2266
2016,11,66,2294,2388
2016,11,67,2421,2515
2016,11,68,2424,2388
2016,11,69,2302,2297
2016,11,70,1246,1342
2016,11,71,1221,1363
2016,11,72,1585,1789
2016,11,73,1546,1744
2016,11,74,1542,1867
2016,11,75,1427,1685
2016,11,76,1431,1600
2016,11,77,1149,1390
2016,11,78,1222,1569
2016,11,79,1245,1675
2016,11,80,1191,1663
2016,11,81,1063,1593
2016,11,82,956,1407
2016,11,83,902,1498
2016,11,84,869,1428
2016,11,85,796,1393
2016,11,86,713,1242
2016,11,87,594,1176
2016,11,88,586,1093
2016,11,89,477,963
2016,11,90,393,888
2016,11,91,299,763
2016,11,92,190,602
2016,11,93,134,488
2016,11,94,99,385
2016,11,95,90,380
2016,11,96,58,268
2016,11,97,32,165
2016,11,98,27,121
2016,11,99,11,86
2016,11,100,10,57
2016,11,101,5,36
2016,11,102,4,22
2016,11,103,2,10
2016,11,104,0,5
2016,11,105,3,7
2016,12,0,1007,946
2016,12,1,1027,986
2016,12,2,1077,1005
2016,12,3,1145,1053
2016,12,4,1092,1061
2016,12,5,1196,1117
2016,12,6,1175,1072
2016,12,7,1187,1102
2016,12,8,1235,1161
2016,12,9,1207,1164
2016,12,10,1223,1197
2016,12,11,1109,1167
2016,12,12,1286,1185
2016,12,13,1215,1204
2016,12,14,1225,1295
2016,12,15,1364,1277
2016,12,16,1302,1318
2016,12,17,1370,1264
